po_number,line_number,item_description,category_code,quantity,unit_price,line_amount
DTFA0102D03006CALL0001,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,447,1496845.6,669089982.9
DTFA0102D03006CALL0001,2,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,368,815113.04,299961597.34
DTFA0102D03006CALL0001,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,484,1239304.76,599823502.44
HT940213C0008,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,482,478233.36,230508481.6
HT940213C0008,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,353,2164801.78,764175026.71
HT940213C0008,3,Military program support,CAT-AEROSPACE-DEFENSE,458,1244818.19,570126730.77
FA862524F3034,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,412,711210.41,293018689.99
FA862524F3034,2,Defense platform components,CAT-AEROSPACE-DEFENSE,267,1091651.21,291470872.34
FA862524F3034,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,220,1580313.08,347668878.58
FA862524F3034,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,435,536735.12,233479776.77
FA862524F3034,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,406,982326.28,398824469.32
W90BRJ15C0004,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,87,4461085.92,388114475.21
W90BRJ15C0004,2,Military program support,CAT-AEROSPACE-DEFENSE,331,1123497.77,371877762.01
W90BRJ15C0004,3,Defense platform components,CAT-AEROSPACE-DEFENSE,263,1173853.57,308723489.65
W90BRJ15C0004,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,45,10890942.49,490092412.26
89304223FEM400000,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,381,1227839.49,467806846.51
89304223FEM400000,2,Transportation support,CAT-LOGISTICS-TRANSPORTATION,98,1593131.43,156126880.57
89304223FEM400000,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,458,768651.71,352042484.36
89304223FEM400000,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,372,875147.9,325555020.57
89304223FEM400000,5,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,153,1655805.96,253338312.08
N0001922F0030,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,426,642126.08,273545710.41
N0001922F0030,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,57,14978402.66,853768951.48
N0001922F0030,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,39,10935466.85,426483207.26
W58RGZ08C0023,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,398,1254229.33,499183272.24
W58RGZ08C0023,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,285,1704886.55,485892667.64
W58RGZ08C0023,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,199,2846680.72,566489463.89
80KSC019C0013,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,17,22328885.22,379591048.8
80KSC019C0013,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,140,1846740.16,258543622.53
80KSC019C0013,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,471,453498.85,213597959.57
80KSC019C0013,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,282,1242765.42,350459849.8
80KSC019C0013,5,Military program support,CAT-AEROSPACE-DEFENSE,126,2765848.2,348496873.31
NAS503127,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,279,2185333.81,609708131.87
NAS503127,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,164,3279176.11,537784882.19
NAS503127,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,419,958994.39,401818650.43
19AQMM18C0185,1,Software services,CAT-IT,369,632660.73,233451810.83
19AQMM18C0185,2,Cybersecurity services,CAT-IT,442,451994.35,199781501.44
19AQMM18C0185,3,Software services,CAT-IT,494,915116.25,452067428.75
19AQMM18C0185,4,Cloud infrastructure support,CAT-IT,13,50830813.43,660800574.6
N0001918C1060,1,Defense platform components,CAT-AEROSPACE-DEFENSE,161,2248431.4,361997455.92
N0001918C1060,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,168,1787981.82,300380945.18
N0001918C1060,3,Defense platform components,CAT-AEROSPACE-DEFENSE,382,405654.18,154959897.0
N0001918C1060,4,Defense platform components,CAT-AEROSPACE-DEFENSE,10,43528169.79,435281697.87
N0001918C1060,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,385,691015.0,266040775.03
N0002415C4301,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,70,6297545.02,440828151.36
N0002415C4301,2,Defense platform components,CAT-AEROSPACE-DEFENSE,273,1390020.96,379475721.61
N0002415C4301,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,235,876760.54,206038726.92
N0002415C4301,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,173,1196113.04,206927555.97
N0002415C4301,5,Defense platform components,CAT-AEROSPACE-DEFENSE,339,829751.37,281285713.14
M6785419C0043,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,131,3070134.18,402187577.72
M6785419C0043,2,Military program support,CAT-AEROSPACE-DEFENSE,197,2011683.13,396301576.48
M6785419C0043,3,Military program support,CAT-AEROSPACE-DEFENSE,385,509841.51,196288982.21
M6785419C0043,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,332,672399.76,223236721.18
M6785419C0043,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,459,639082.49,293338864.07
HQ014711C0006,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,30,28515187.42,855455622.66
HQ014711C0006,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,148,2083483.64,308355578.37
HQ014711C0006,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,175,1982434.22,346925988.68
EDFSA15C0006,1,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,49,9802538.68,480324395.17
EDFSA15C0006,2,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,94,7438928.17,699259248.13
EDFSA15C0006,3,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,175,1874863.31,328101079.77
DTFAWA12C00064,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,329,1328599.64,437109280.43
DTFAWA12C00064,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,394,750905.14,295856625.78
DTFAWA12C00064,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,206,2359710.49,486100361.37
DTFAWA12C00064,4,Transportation support,CAT-LOGISTICS-TRANSPORTATION,329,853833.09,280911087.56
80GSFC19C0063,1,Military program support,CAT-AEROSPACE-DEFENSE,153,4029143.67,616458981.18
80GSFC19C0063,2,Defense platform components,CAT-AEROSPACE-DEFENSE,481,1153989.4,555068899.79
80GSFC19C0063,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,60,5468013.46,328080807.39
36C10B18N0003,1,Pharmaceutical supply services,CAT-HEALTHCARE-MEDICAL,302,2385683.46,720476405.35
36C10B18N0003,2,Medical supplies,CAT-HEALTHCARE-MEDICAL,352,979258.41,344698959.39
36C10B18N0003,3,Healthcare support services,CAT-HEALTHCARE-MEDICAL,254,969199.56,246176687.79
36C10B18N0003,4,Medical supplies,CAT-HEALTHCARE-MEDICAL,58,3194424.32,185276610.68
W52P1J19F0402,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,11,22629927.87,248929206.53
W52P1J19F0402,2,Military program support,CAT-AEROSPACE-DEFENSE,14,16463798.63,230493180.8
W52P1J19F0402,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,328,1114719.08,365627857.27
W52P1J19F0402,4,Military program support,CAT-AEROSPACE-DEFENSE,395,664862.99,262620881.52
W52P1J19F0402,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,317,1218310.57,386204450.44
W15QKN13C0074,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,477,940985.22,448849952.24
W15QKN13C0074,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,303,630178.19,190943991.32
W15QKN13C0074,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,322,777761.3,250439139.43
W15QKN13C0074,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,133,1652826.79,219825963.63
W15QKN13C0074,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,466,817347.03,380883718.18
FA860926FB002,1,Defense platform components,CAT-AEROSPACE-DEFENSE,435,560839.37,243965123.98
FA860926FB002,2,Defense platform components,CAT-AEROSPACE-DEFENSE,405,1540314.98,623827568.64
FA860926FB002,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,90,6848014.53,616321307.38
HT940223C0006,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,144,1232893.39,177536648.86
HT940223C0006,2,Defense platform components,CAT-AEROSPACE-DEFENSE,69,6926694.9,477941947.77
HT940223C0006,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,19,22288003.17,423472060.2
HT940223C0006,4,Military program support,CAT-AEROSPACE-DEFENSE,271,1482838.9,401849343.17
DOC003,1,Blanket purchase agreement support,CAT-BPA-CALL-GENERAL,106,2789818.39,295720749.12
DOC003,2,Blanket purchase agreement support,CAT-BPA-CALL-GENERAL,355,835250.05,296513766.53
DOC003,3,Blanket purchase agreement support,CAT-BPA-CALL-GENERAL,259,1431793.96,370834636.43
DOC003,4,General procurement support,CAT-BPA-CALL-GENERAL,242,1135053.79,274683018.12
DOC003,5,General procurement support,CAT-BPA-CALL-GENERAL,430,563762.29,242417785.94
70B01C26C00000006,1,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,113,5286684.64,597395363.97
70B01C26C00000006,2,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,497,655427.71,325747571.94
70B01C26C00000006,3,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,145,1730267.16,250888738.53
70B01C26C00000006,4,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,129,2331759.78,300797011.39
N0002423C5403,1,Defense platform components,CAT-AEROSPACE-DEFENSE,266,1254583.77,333719282.44
N0002423C5403,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,263,572508.51,150569737.84
N0002423C5403,3,Military program support,CAT-AEROSPACE-DEFENSE,292,756894.77,221013272.59
N0002423C5403,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,191,1939152.36,370378100.77
N0002423C5403,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,21,18897178.24,396840743.03
80NM0018F0850,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,255,1739840.85,443659417.45
80NM0018F0850,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,106,4639310.11,491766871.36
80NM0018F0850,3,Defense platform components,CAT-AEROSPACE-DEFENSE,334,866615.47,289449567.11
80NM0018F0850,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,136,1806255.39,245650732.42
FA870219F0001,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,169,851056.35,143828522.48
FA870219F0001,2,Defense platform components,CAT-AEROSPACE-DEFENSE,328,1680866.31,551324149.4
FA870219F0001,3,Military program support,CAT-AEROSPACE-DEFENSE,238,1277832.71,304124185.45
FA870219F0001,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,82,3231946.71,265019630.01
FA870219F0001,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,193,1064234.77,205397310.76
N0002416C2111,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,20,16968923.98,339378479.54
N0002416C2111,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,265,582308.88,154311852.3
N0002416C2111,3,Defense platform components,CAT-AEROSPACE-DEFENSE,1,293050516.77,293050516.77
N0002416C2111,4,Military program support,CAT-AEROSPACE-DEFENSE,43,7580563.28,325964220.89
N0002416C2111,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,381,933869.55,355804299.5
HT940213C0007,1,Military program support,CAT-AEROSPACE-DEFENSE,205,1546109.2,316952386.57
HT940213C0007,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,278,1002132.13,278592731.35
HT940213C0007,3,Military program support,CAT-AEROSPACE-DEFENSE,23,13315946.2,306266762.69
HT940213C0007,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,382,711123.05,271649003.91
HT940213C0007,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,429,686158.61,294362042.42
HSCG2316CADB016,1,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,468,443019.44,207333097.91
HSCG2316CADB016,2,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,455,1271852.68,578692967.46
HSCG2316CADB016,3,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,407,1657679.6,674675597.35
HQ085121C0001,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,144,3301346.35,475393874.18
HQ085121C0001,2,Military program support,CAT-AEROSPACE-DEFENSE,353,934005.35,329703889.1
HQ085121C0001,3,Defense platform components,CAT-AEROSPACE-DEFENSE,56,3622437.33,202856490.24
HQ085121C0001,4,Military program support,CAT-AEROSPACE-DEFENSE,223,1998086.99,445573398.21
NNJ10TB01C,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,329,1480937.3,487228372.6
NNJ10TB01C,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,298,1186133.97,353467921.61
NNJ10TB01C,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,296,2064085.98,610969450.89
W31P4Q25F0080,1,Defense platform components,CAT-AEROSPACE-DEFENSE,427,300689.02,128394211.76
W31P4Q25F0080,2,Military program support,CAT-AEROSPACE-DEFENSE,316,867025.29,273979991.11
W31P4Q25F0080,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,42,9419904.06,395635970.49
W31P4Q25F0080,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,304,997238.29,303160439.39
W31P4Q25F0080,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,116,2997010.61,347653230.23
W912GB10C0031,1,Defense platform components,CAT-AEROSPACE-DEFENSE,353,1127977.75,398176147.36
W912GB10C0031,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,279,624201.92,174152335.0
W912GB10C0031,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,240,1819257.58,436621818.63
W912GB10C0031,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,314,758169.37,238065182.18
W912GB10C0031,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,27,7452732.57,201223779.31
N0001917C0045,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,154,2099359.63,323301382.75
N0001917C0045,2,Military program support,CAT-AEROSPACE-DEFENSE,7,117701800.95,823912606.67
N0001917C0045,3,Military program support,CAT-AEROSPACE-DEFENSE,46,6445925.85,296512589.15
N0002423C2452,1,Defense platform components,CAT-AEROSPACE-DEFENSE,442,1497454.36,661874828.97
N0002423C2452,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,341,904561.21,308455373.39
N0002423C2452,3,Military program support,CAT-AEROSPACE-DEFENSE,34,13705475.99,465986183.64
47QFSA20F0057,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,57,7597420.53,433052970.2
47QFSA20F0057,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,220,1703157.68,374694689.34
47QFSA20F0057,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,60,10419958.27,625197496.37
HHSO100200900101C,1,Laboratory services,CAT-HEALTHCARE-MEDICAL,185,1027588.28,190103831.87
HHSO100200900101C,2,Laboratory services,CAT-HEALTHCARE-MEDICAL,326,820548.26,267498731.56
HHSO100200900101C,3,Laboratory services,CAT-HEALTHCARE-MEDICAL,361,481144.61,173693203.95
HHSO100200900101C,4,Medical supplies,CAT-HEALTHCARE-MEDICAL,173,2108848.41,364830775.17
HHSO100200900101C,5,Medical supplies,CAT-HEALTHCARE-MEDICAL,73,5952001.68,434496122.45
36C10B22N0051EHRM,1,Laboratory services,CAT-HEALTHCARE-MEDICAL,389,1046811.29,407209591.69
36C10B22N0051EHRM,2,Clinical operations support,CAT-HEALTHCARE-MEDICAL,255,2147691.72,547661389.07
36C10B22N0051EHRM,3,Laboratory services,CAT-HEALTHCARE-MEDICAL,293,899706.57,263614026.38
36C10B22N0051EHRM,4,Laboratory services,CAT-HEALTHCARE-MEDICAL,216,955529.94,206394467.29
FA882321C0001,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,58,6795928.96,394163879.63
FA882321C0001,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,100,3608518.43,360851843.14
FA882321C0001,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,427,614524.31,262401882.3
FA882321C0001,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,2,203616909.51,407233819.02
N0002420C5405,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,330,838355.89,276657444.4
N0002420C5405,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,146,1285712.2,187713981.92
N0002420C5405,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,45,7592848.32,341678174.26
N0002420C5405,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,161,1913715.4,308108180.12
N0002420C5405,5,Military program support,CAT-AEROSPACE-DEFENSE,340,895077.36,304326302.9
N0002410C2118,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,422,758712.87,320176832.05
N0002410C2118,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,49,3439707.56,168545670.64
N0002410C2118,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,271,1404805.36,380702252.41
N0002410C2118,4,Military program support,CAT-AEROSPACE-DEFENSE,97,2450060.9,237655907.55
N0002410C2118,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,435,715058.1,311050273.35
FA865622FA071,1,Military program support,CAT-AEROSPACE-DEFENSE,272,810231.82,220383054.72
FA865622FA071,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,232,2042891.84,473950906.99
FA865622FA071,3,Military program support,CAT-AEROSPACE-DEFENSE,206,1924302.15,396406243.4
FA865622FA071,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,202,1589133.7,321005007.65
N0002420C5519,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,381,1485019.26,565792338.29
N0002420C5519,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,200,2173248.66,434649732.82
N0002420C5519,3,Military program support,CAT-AEROSPACE-DEFENSE,309,800664.07,247405196.62
N0002420C5519,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,355,456475.16,162048682.09
36C24026K1002,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,157,1392608.63,218639554.74
36C24026K1002,2,Transportation support,CAT-LOGISTICS-TRANSPORTATION,286,668213.0,191108918.74
36C24026K1002,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,406,814497.07,330685809.19
36C24026K1002,4,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,372,748979.91,278620526.09
36C24026K1002,5,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,80,4847667.17,387813373.59
70Z02322C93220001,1,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,332,1230825.23,408633975.48
70Z02322C93220001,2,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,234,1221345.64,285794879.57
70Z02322C93220001,3,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,125,2469312.61,308664075.72
70Z02322C93220001,4,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,261,1530031.23,399338150.07
HQ085121C0002,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,428,699822.93,299524214.14
HQ085121C0002,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,381,1140436.74,434506399.38
HQ085121C0002,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,101,6612327.52,667845079.58
FA863416C2653,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,147,2484186.38,365175398.26
FA863416C2653,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,232,1627734.63,377634434.25
FA863416C2653,3,Military program support,CAT-AEROSPACE-DEFENSE,35,4546833.03,159139156.04
FA863416C2653,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,495,496611.02,245822455.83
FA863416C2653,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,314,802554.38,252002073.76
N0002421C5408,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,168,1130294.06,189889402.16
N0002421C5408,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,405,911135.29,369009794.39
N0002421C5408,3,Defense platform components,CAT-AEROSPACE-DEFENSE,60,8619561.88,517173713.08
N0002421C5408,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,417,773597.69,322590237.19
FA873918C5030,1,Defense platform components,CAT-AEROSPACE-DEFENSE,270,1686561.27,455371541.61
FA873918C5030,2,Military program support,CAT-AEROSPACE-DEFENSE,198,2682007.2,531037426.38
FA873918C5030,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,310,1305880.06,404822819.05
HHSO100201600030C,1,Laboratory services,CAT-HEALTHCARE-MEDICAL,246,647097.09,159185883.35
HHSO100201600030C,2,Laboratory services,CAT-HEALTHCARE-MEDICAL,70,4673058.26,327114077.92
HHSO100201600030C,3,Laboratory services,CAT-HEALTHCARE-MEDICAL,409,1164899.37,476443842.34
HHSO100201600030C,4,Pharmaceutical supply services,CAT-HEALTHCARE-MEDICAL,475,890522.81,422998335.49
89303925FEM400064,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,266,966582.18,257110859.82
89303925FEM400064,2,Transportation support,CAT-LOGISTICS-TRANSPORTATION,164,1331080.04,218297126.95
89303925FEM400064,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,146,2083588.93,304203984.15
89303925FEM400064,4,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,106,2080323.75,220514317.35
